grade,car_model,car_use_cond,price,mileage,year,car_id,car_location,indi_car_link,car_type,fuel_type,gear_type
D,2004 Peugeot 607,Nigerian Used,"₦ 506,000","Mileage:  206,587 Km",Year: 2004,Car ID: NG-443787,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/peugeot-607-2004-ng-443787?filter=,Sedan,Petrol,manual
D,2007 Toyota Camry,Nigerian Used,"₦ 1,276,000","Mileage:  130,591 Km",Year: 2007,Car ID: NG-444062,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-camry-2007-automatic-ng-444062?filter=,Sedan,Petrol,automatic
C,2004 Lexus Rx 330,Nigerian Used,"₦ 1,661,000","Mileage:  231,333 Km",Year: 2004,Car ID: NG-444021,"Onitsha - SNB
                                                                                                                        , Onitsha",https://buy.cars45.com/cars/lexus-rx-330-2004-automatic-ng-444021?filter=,Suv,Petrol,automatic
C,2007 Ssangyong Rexton,Nigerian Used,"₦ 781,000","Mileage:  135,671 Km",Year: 2007,Car ID: NG-443962,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/ssangyong-rexton-2007-automatic-ng-443962?filter=,Suv,Petrol,automatic
C,2009 Toyota Corolla,Nigerian Used,"₦ 1,661,000","Mileage:  116,197 Km",Year: 2009,Car ID: NG-443655,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-corolla-2009-automatic-ng-443655?filter=,Sedan,Petrol,automatic
E,1999 Honda Accord,Nigerian Used,"₦ 451,000","Mileage:  160,954 Km",Year: 1999,Car ID: NG-444117,"Abuja - SNB
                                                                                                                        , Abuja",https://buy.cars45.com/cars/honda-accord-1999-ng-444117?filter=,Sedan,Petrol,automatic
C,2016 Toyota Corolla,Nigerian Used,"₦ 4,961,000","Mileage:  20,203 Km",Year: 2016,Car ID: NG-443387,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-corolla-2016-automatic-ng-443387?filter=,Sedan,Petrol,automatic
E,2007 Toyota Camry,Nigerian Used,"₦ 1,661,000","Mileage:  162,530 Km",Year: 2007,Car ID: NG-443869,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-camry-2007-automatic-ng-443869?filter=,Sedan,Petrol,automatic
E,2000 Toyota 4Runner,Nigerian Used,"₦ 396,000","Mileage:  30,026 Km",Year: 2000,Car ID: NG-443977,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-4runner-2000-automatic-ng-443977?filter=,About,Us,Terms
C,2001 Lexus Rx 300,Nigerian Used,"₦ 1,331,000","Mileage:  238,344 Km",Year: 2001,Car ID: NG-444000,Sango-Ota -SNB,https://buy.cars45.com/cars/lexus-rx-300-2001-automatic-ng-444000?filter=,Suv,Petrol,automatic
D,2005 Toyota Sienna,Nigerian Used,"₦ 1,111,000","Mileage:  194,434 Km",Year: 2005,Car ID: NG-444058,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-sienna-2005-automatic-ng-444058?filter=,Mpv,Petrol,automatic
C,2006 Toyota 4Runner,Nigerian Used,"₦ 2,211,000","Mileage:  58,123 Km",Year: 2006,Car ID: NG-444051,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-4runner-2006-automatic-ng-444051?filter=,Suv,Petrol,automatic
E,1998 Toyota Picnic,Nigerian Used,"₦ 561,000","Mileage:  291,469 Km",Year: 1998,Car ID: NG-444026,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-picnic-1998-manual-ng-444026?filter=,Mpv,Petrol,manual
D,2006 Honda Accord,Nigerian Used,"₦ 781,000","Mileage:  56,576 Km",Year: 2006,Car ID: NG-444106,"Port Harcourt - SNB
                                                                                                                        , Port Harcourt",https://buy.cars45.com/cars/honda-accord-2006-automatic-ng-444106?filter=,Sedan,Petrol,automatic
E,2010 Volkswagen Passat,Nigerian Used,"₦ 1,661,000","Mileage:  61,710 Km",Year: 2010,Car ID: NG-443982,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/volkswagen-passat-2010-automatic-ng-443982?filter=,Sedan,Petrol,automatic
B,2011 Toyota Sienna,Nigerian Used,"₦ 3,531,000","Mileage:  117,565 Km",Year: 2011,Car ID: NG-443916,"Abuja - SNB
                                                                                                                        , Abuja",https://buy.cars45.com/cars/toyota-sienna-2011-automatic-ng-443916?filter=,Mpv,Petrol,automatic
E,2003 Nissan Sunny,Nigerian Used,"₦ 341,000",Mileage:  1 Km,Year: 2003,Car ID: NG-443908,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/nissan-sunny-2003-automatic-ng-443908?filter=,Sedan,Petrol,automatic
C,2012 Lexus Rx 350,Foreign Used,"₦ 5,610,000","Mileage:  111,429 Km",Year: 2012,Car ID: NG-443860,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/lexus-rx-350-2012-automatic-ng-443860?filter=,Suv,Petrol,automatic
C,2009 Hyundai Elantra,Nigerian Used,"₦ 781,000","Mileage:  151,656 Km",Year: 2009,Car ID: NG-444074,"Port Harcourt - SNB
                                                                                                                        , Port Harcourt",https://buy.cars45.com/cars/hyundai-elantra-2009-automatic-ng-444074?filter=,About,Us,Terms
E,2001 Audi A6,Nigerian Used,"₦ 588,000","Mileage:  108,924 Km",Year: 2001,Car ID: NG-354749,a47aa46a-553b-45bb-9dbe-fb54c61329f0,https://buy.cars45.com/cars/audi-a6-2001-manual-ng-354749?filter=,Sedan,Petrol,automatic
E,2005 Porsche Cayenne,Nigerian Used,"₦ 788,217","Mileage:  142,068 Km",Year: 2005,Car ID: NG-341861,"Lauryn Autos Retail Outlet Surulere
                                                                                                                        , Lagos",https://buy.cars45.com/cars/porsche-cayenne-2005-automatic-ng-341861?filter=,About,Us,Terms
D,Volkswagen Touareg 2004,Nigerian Used,"₦ 496,250",Mileage:  1 Km,Year: 2004,Car ID: NG-367804,Holding Bay (Wole Ariyo),https://buy.cars45.com/cars/volkswagen-touareg-2004-automatic-ng-367804?filter=,About,Us,Terms
D,2006 Land Rover Range Rover Sport,Nigerian Used,"₦ 1,765,000","Mileage:  93,574 Km",Year: 2006,Car ID: NG-335336,"John D Rockefeller  Retail Outlet Omole
                                                                                                                        , Lagos",https://buy.cars45.com/cars/land-rover-range-rover-sport-2006-ng-335336?filter=,Suv,Petrol,automatic
D,2003 Honda Accord,Nigerian Used,"₦ 523,750","Mileage:  235,440 Km",Year: 2003,Car ID: NG-335504,"Oluleke Autros retail outlet
                                                                                                                        , Lagos",https://buy.cars45.com/cars/honda-accord-2003-automatic-ng-335504?filter=,Sedan,Petrol,automatic
E,2005 Honda Accord,Nigerian Used,"₦ 568,073","Mileage:  141,234 Km",Year: 2005,Car ID: NG-296256,"Tobiloba Autos Retail Outlet Surulere
                                                                                                                        , Lagos",https://buy.cars45.com/cars/honda-accord-2005-automatic-ng-296256?filter=,Sedan,Petrol,automatic
B,2006 Mercedes-Benz Ml500,Foreign Used,"₦ 3,500,000",Year: 2006,Car ID: NG-195425,"Carsbazr Ibadan
                                                                                                                        , Ibadan","Carsbazr Ibadan
                                                                                                                        , Ibadan",https://buy.cars45.com/cars/mercedes-benz-ml500-2006-automatic-ng-195425?filter=,Suv,Petrol,automatic
D,2007 Dodge Caliber,Nigerian Used,"₦ 895,000","Mileage:  188,781 Km",Year: 2007,Car ID: NG-299968,Bribas Ventures Retail Outlet Abuja,https://buy.cars45.com/cars/dodge-caliber-2007-automatic-ng-299968?filter=,Hatchback,Petrol,automatic
D,2004 Volvo S80,Nigerian Used,"₦ 515,000","Mileage:  142,159 Km",Year: 2004,Car ID: NG-278157,"CARSBAZR, JABI, Abuja
                                                                                                                        , Abuja",https://buy.cars45.com/cars/volvo-s80-2004-automatic-ng-278157?filter=,Sedan,Petrol,automatic
E,2008 Toyota Corolla,Nigerian Used,"₦ 962,007","Mileage:  270,135 Km",Year: 2008,Car ID: NG-260822,Kr8Tvt Autos Retail Outlet Lagos,https://buy.cars45.com/cars/toyota-corolla-2008-automatic-ng-260822?filter=,Petrol,manual,
E,2005 Toyota Corolla,Nigerian Used,"₦ 878,750","Mileage:  273,631 Km",Year: 2005,Car ID: NG-349174,"Greg Autos Retail Outlet Ifako Ijaiye
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-corolla-2005-automatic-ng-349174?filter=,Sedan,Petrol,automatic
E,2001 Toyota Avalon,Nigerian Used,"₦ 653,750","Mileage:  261,972 Km",Year: 2001,Car ID: NG-332272,"Kayzee Motors Retail Outlet Surulere
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-avalon-2001-automatic-ng-332272?filter=,Sedan,Petrol,automatic
D,2002 Jaguar X-Type,Nigerian Used,"₦ 390,000","Mileage:  157,125 Km",Year: 2002,Car ID: NG-280502,Bana Autos Retail Outlet Amuwo,https://buy.cars45.com/cars/jaguar-x-type-2002-automatic-ng-280502?filter=,About,Us,Terms
D,2004 Infiniti i35,Nigerian Used,"₦ 390,000","Mileage:  152,167 Km",Year: 2004,Car ID: NG-308864,"Classic Wheels Ltd Retail Outlet Magodo
                                                                                                                        , Lagos",https://buy.cars45.com/cars/infiniti-i35-2004-automatic-ng-308864?filter=,Sedan,Petrol,automatic
E,2004 Honda Accord,Nigerian Used,"₦ 513,621","Mileage:  170,388 Km",Year: 2004,Car ID: NG-297504,"Noblegel Autos Retail Outlet, Ogba
                                                                                                                        , Lagos",https://buy.cars45.com/cars/honda-accord-2004-automatic-ng-297504?filter=,Petrol,automatic,
A,2019 Suzuki Swift,New,"₦ 6,900,000",Mileage:  62 Km,Year: 2019,Car ID: NG-196635,"CARSBAZR, Lekki, Wole Ariyo
                                                                                                                        , Lagos",https://buy.cars45.com/cars/suzuki-swift-2019-ng-196635?filter=,Sedan,Petrol,automatic
