grade,car_model,car_use_cond,price,mileage,year,car_id,car_location,indi_car_link,car_type,fuel_type,gear_type
D,1998 Toyota Corolla,Nigerian Used,"₦ 451,000","Mileage:  260,150 Km",Year: 1998,Car ID: NG-419019,"Port Harcourt - SNB
                                                                                                                        , Port Harcourt",https://buy.cars45.com/cars/toyota-corolla-1998-automatic-ng-419019?filter=,Sedan,Petrol,automatic
C,2013 Land Rover Range Rover Evoque,Foreign Used,"₦ 14,310,000","Mileage:  76,818 Km",Year: 2013,Car ID: NG-418070,C45 Island (LST),https://buy.cars45.com/cars/land-rover-range-rover-evoque-2013-vin-salvr2bg5dh756456-make-land-rover-trim-pure-premium-year-2013-model-range-rover-evoque-engine-2-0-l-l-4-dohc-24v-ng-418070?filter=,Suv,Petrol,automatic
C,Toyota Avalon 2006,Nigerian Used,"₦ 1,770,000","Mileage:  278,663 Km",Year: 2006,Car ID: NG-417708,C45 Island (LST),https://buy.cars45.com/cars/toyota-avalon-2006-automatic-ng-417708?filter=,Sedan,Petrol,automatic
C,2008 Toyota Sienna,Foreign Used,"₦ 2,760,000","Mileage:  221,320 Km",Year: 2008,Car ID: NG-418183,C45 Island (LST),https://buy.cars45.com/cars/toyota-sienna-2008-vin-5tdbk23c38s015119-make-toyota-trim-le-year-2008-model-sienna-engine-3-5-l-v-6-efi-dohc-ng-418183?filter=,Mpv,Petrol,automatic
C,Land Rover Range Rover HSE 2014,Foreign Used,"₦ 19,500,000","Mileage:  28,152 Km",Year: 2014,Car ID: NG-417040,C45 Island (LST),https://buy.cars45.com/cars/land-rover-range-rover-hse-2014-vin-salgs2vf2ea125125-make-land-rover-trim-supercharged-hse-year-2014-model-range-rover-engine-3-0-l-v-6-dohc-24v-ng-417040?filter=,Suv,Petrol,automatic
B,2014 Land Rover Range Rover Autobiography,Foreign Used,"₦ 39,610,000","Mileage:  62,927 Km",Year: 2014,Car ID: NG-417985,C45 Island (LST),https://buy.cars45.com/cars/land-rover-range-rover-autobiography-2014-type-multipurpose-vehicle-make-land-rover-model-year-2014-manufacturer-land-rover-body-type-4-door-engine-series-v-8-5-0l-engine-type-v8-5-0l-supercharged-fuel-type-gasoline-ng-417985?filter=,Suv,Petrol,automatic
C,2011 BMW 5 Series,Foreign Used,"₦ 5,510,000","Mileage:  212,464 Km",Year: 2011,Car ID: NG-416903,C45 Island (LST),https://buy.cars45.com/cars/bmw-5-series-2011-v6-engine-dohc-24v-awd-ng-416903?filter=,Suv,Petrol,automatic
C,2013 Toyota Venza,Foreign Used,"₦ 9,360,000","Mileage:  82,094 Km",Year: 2013,Car ID: NG-418100,C45 Island (LST),https://buy.cars45.com/cars/toyota-venza-2013-vin-4t3za3bb1du076915-make-toyota-trim-le-i4-year-2013-model-venza-engine-2-7-l-l-4-dohc-16v-ng-418100?filter=,Mpv,Petrol,automatic
B,2017 Lexus Gx,Foreign Used,"₦ 27,510,000","Mileage:  11,371 Km",Year: 2017,Car ID: NG-417079,C45 Island (LST),https://buy.cars45.com/cars/lexus-gx-2017-vin-jtjbm7fx9h5176034-make-lexus-trim-base-year-2017-model-gx-460-engine-4-6-l-v-8-dohc-32v-ng-417079?filter=,Suv,Petrol,automatic
C,2006 Land Rover Range Rover Autobiography,Nigerian Used,"₦ 3,860,000","Mileage:  170,815 Km",Year: 2006,Car ID: NG-417042,C45 Island (LST),https://buy.cars45.com/cars/land-rover-range-rover-autobiography-2006-v8-engine-dohc-32v-4wd-ng-417042?filter=,Suv,Petrol,automatic
C,2016 Toyota Corolla,Foreign Used,"₦ 5,290,000","Mileage:  11,744 Km",Year: 2016,Car ID: NG-417000,C45 Island (LST),https://buy.cars45.com/cars/toyota-corolla-2016-vin-2t1burhe8gc696348-make-toyota-trim-l-year-2016-model-corolla-engine-1-8-l-l-4-dohc-16v-ng-417000?filter=,Sedan,Petrol,automatic
C,2015 Toyota Sienna,Foreign Used,"₦ 7,710,000","Mileage:  4,600 Km",Year: 2015,Car ID: NG-418192,C45 Island (LST),https://buy.cars45.com/cars/toyota-sienna-2015-vin-5tdzk3dc5fs589222-make-toyota-trim-l-year-2015-model-sienna-engine-3-5-l-v-6-efi-dohc-ng-418192?filter=,Mpv,Petrol,automatic
D,2015 Toyota Corolla,Foreign Used,"₦ 4,080,000","Mileage:  115,518 Km",Year: 2015,Car ID: NG-417778,C45 Island (LST),https://buy.cars45.com/cars/toyota-corolla-2015-4-cylinder-dohc-16v-fwd-ng-417778?filter=,Sedan,Petrol,automatic
B,2017 Mercedes-Benz C300,Foreign Used,"₦ 26,410,000","Mileage:  17,092 Km",Year: 2017,Car ID: NG-418353,C45 Island (LST),https://buy.cars45.com/cars/mercedes-benz-c300-2017-vin-wddwj4jb9hf392067-make-mercedes-benz-trim-c300-year-2017-model-c-class-engine-2-0-l-l-4-dohc-16v-ng-418353?filter=,Coupe,Petrol,automatic
D,2002 Acura Mdx,Nigerian Used,"₦ 891,000","Mileage:  263,320 Km",Year: 2002,Car ID: NG-418991,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/acura-mdx-2002-automatic-ng-418991?filter=,Suv,Petrol,automatic
D,2006 Toyota Highlander,Nigerian Used,"₦ 1,606,000","Mileage:  148,892 Km",Year: 2006,Car ID: NG-418926,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-highlander-2006-automatic-ng-418926?filter=,Suv,Petrol,automatic
C,2007 Mercedes-Benz Gl450,Nigerian Used,"₦ 2,431,000","Mileage:  192,831 Km",Year: 2007,Car ID: NG-419025,"Abuja - SNB
                                                                                                                        , Abuja",https://buy.cars45.com/cars/mercedes-benz-gl450-2007-automatic-ng-419025?filter=,Suv,Petrol,automatic
C,2013 Land Rover Range Rover Evoque,Foreign Used,"₦ 13,210,000","Mileage:  38,413 Km",Year: 2013,Car ID: NG-418047,C45 Island (LST),https://buy.cars45.com/cars/land-rover-range-rover-evoque-2013-vin-salvt2bg8dh837419-make-land-rover-trim-dynamic-premium-year-2013-model-range-rover-evoque-engine-2-0-l-l-4-dohc-24v-ng-418047?filter=,Suv,Petrol,automatic
E,2003 Lexus Es,Foreign Used,"₦ 2,211,000","Mileage:  123,653 Km",Year: 2003,Car ID: NG-419033,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/lexus-es-2003-automatic-ng-419033?filter=,Sedan,Petrol,automatic
D,2004 Toyota Sienna,Nigerian Used,"₦ 891,000","Mileage:  235,572 Km",Year: 2004,Car ID: NG-418843,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-sienna-2004-automatic-ng-418843?filter=,About,Us,Terms
C,2016 Land Rover Range Rover Sport,Foreign Used,"₦ 30,810,000","Mileage:  59,934 Km",Year: 2016,Car ID: NG-418038,C45 Island (LST),https://buy.cars45.com/cars/land-rover-range-rover-sport-2016-vin-salws2vf0ga571515-make-land-rover-trim-hse-td6-year-2016-model-range-rover-sport-engine-3-0-l-v-6-dohc-24v-ng-418038?filter=,Suv,Petrol,automatic
C,2015 Mercedes-Benz C300,Foreign Used,"₦ 26,410,000","Mileage:  52,630 Km",Year: 2015,Car ID: NG-418355,C45 Island (LST),https://buy.cars45.com/cars/mercedes-benz-c300-2015-vin-55swf4kb7fu006093-make-mercedes-benz-trim-c300-4matic-year-2015-model-c-class-engine-2-0-l-l-4-dohc-16v-ng-418355?filter=,Sedan,Petrol,automatic
C,2013 Mercedes-Benz Ml63 Amg,Foreign Used,"₦ 27,510,000","Mileage:  62,095 Km",Year: 2013,Car ID: NG-418012,C45 Island (LST),https://buy.cars45.com/cars/mercedes-benz-ml63-amg-2013-make-manufacturer-mercedes-benz-model-year-2013-manufactured-in-europe-sequential-number-166363-ng-418012?filter=,Suv,Petrol,automatic
C,2016 Toyota Corolla,Foreign Used,"₦ 7,710,000","Mileage:  31,055 Km",Year: 2016,Car ID: NG-418350,C45 Island (LST),https://buy.cars45.com/cars/toyota-corolla-2016-vin-2t1burhe2gc594852-make-toyota-trim-l-year-2016-model-corolla-engine-1-8-l-l-4-dohc-16v-ng-418350?filter=,Sedan,Petrol,automatic
B,2017 Mercedes-Benz E300,Foreign Used,"₦ 23,110,000","Mileage:  21,175 Km",Year: 2017,Car ID: NG-418347,C45 Island (LST),https://buy.cars45.com/cars/mercedes-benz-e300-2017-vin-wddzf4jb6ha111015-make-mercedes-benz-trim-e300-luxury-year-2017-model-e-class-engine-3-5-l-v-6-dohc-24v-ng-418347?filter=,Sedan,Petrol,automatic
C,2016 Toyota Corolla,Foreign Used,"₦ 5,290,000","Mileage:  121,648 Km",Year: 2016,Car ID: NG-417007,C45 Island (LST),https://buy.cars45.com/cars/toyota-corolla-2016-vin-2t1burhe9gc534809-make-toyota-trim-l-year-2016-model-corolla-engine-1-8-l-l-4-dohc-16v-ng-417007?filter=,Sedan,Petrol,automatic
B,2017 Toyota Rav4,Foreign Used,"₦ 16,510,000","Mileage:  18,026 Km",Year: 2017,Car ID: NG-418078,C45 Island (LST),https://buy.cars45.com/cars/toyota-rav4-2017-vin-jtmzfrev6hj112175-make-toyota-trim-le-year-2017-model-rav4-engine-2-5-l-l-4-dohc-16v-ng-418078?filter=,Suv,Petrol,automatic
C,2012 Land Rover Range Rover Evoque,Foreign Used,"₦ 13,210,000","Mileage:  41,806 Km",Year: 2012,Car ID: NG-418055,C45 Island (LST),https://buy.cars45.com/cars/land-rover-range-rover-evoque-2012-vin-salvv2bg0ch626501-make-land-rover-trim-prestige-premium-year-2012-model-range-rover-evoque-engine-2-0-l-l-4-dohc-24v-ng-418055?filter=,Suv,Petrol,automatic
C,2014 Land Rover Range Rover HSE,Foreign Used,"₦ 25,310,000","Mileage:  56,092 Km",Year: 2014,Car ID: NG-417999,C45 Island (LST),https://buy.cars45.com/cars/land-rover-range-rover-hse-2014-vin-salwr2vf4ea302510-make-land-rover-trim-supercharged-se-year-2014-model-range-rover-sport-engine-3-0-l-v-6-24v-dohc-ng-417999?filter=,Suv,Petrol,automatic
D,2000 Toyota Corolla,Nigerian Used,"₦ 891,000","Mileage:  186,744 Km",Year: 2000,Car ID: NG-418862,"Abuja - SNB
                                                                                                                        , Abuja",https://buy.cars45.com/cars/toyota-corolla-2000-ng-418862?filter=,Hatchback,Petrol,automatic
C,2013 Mercedes-Benz Gl450,Nigerian Used,"₦ 5,291,000","Mileage:  25,341 Km",Year: 2013,Car ID: NG-418800,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/mercedes-benz-gl450-2013-automatic-ng-418800?filter=,Suv,Petrol,automatic
C,2011 Land Rover Range Rover Sport,Foreign Used,"₦ 8,811,000","Mileage:  106,852 Km",Year: 2011,Car ID: NG-418650,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/land-rover-range-rover-sport-2011-automatic-ng-418650?filter=,Suv,Petrol,automatic
B,2005 Lexus Es,Foreign Used,"₦ 1,991,000","Mileage:  121,270 Km",Year: 2005,Car ID: NG-418836,"Abuja - SNB
                                                                                                                        , Abuja",https://buy.cars45.com/cars/lexus-es-2005-automatic-ng-418836?filter=,Sedan,Petrol,automatic
E,2015 Toyota Corolla,Foreign Used,"₦ 3,861,000","Mileage:  86,424 Km",Year: 2015,Car ID: NG-418850,"Abuja - SNB
                                                                                                                        , Abuja",https://buy.cars45.com/cars/toyota-corolla-2015-automatic-ng-418850?filter=,Sedan,Petrol,automatic
C,2002 Mercedes-Benz C240,Nigerian Used,"₦ 781,000","Mileage:  186,441 Km",Year: 2002,Car ID: NG-418826,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/mercedes-benz-c240-2002-automatic-ng-418826?filter=,About,Us,Terms
D,2003 Nissan Altima,Foreign Used,"₦ 1,111,000","Mileage:  148,887 Km",Year: 2003,Car ID: NG-418893,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/nissan-altima-2003-automatic-ng-418893?filter=,Sedan,Petrol,automatic
C,2010 Toyota Corolla,Nigerian Used,"₦ 1,661,000","Mileage:  89,870 Km",Year: 2010,Car ID: NG-418790,"Port Harcourt - SNB
                                                                                                                        , Port Harcourt",https://buy.cars45.com/cars/toyota-corolla-2010-automatic-ng-418790?filter=,Sedan,Petrol,automatic
E,2000 Mazda Mpv,Nigerian Used,"₦ 566,000","Mileage:  135,878 Km",Year: 2000,Car ID: NG-418966,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/mazda-mpv-2000-automatic-ng-418966?filter=,About,Us,Terms
B,2016 Toyota Rav4,Nigerian Used,"₦ 6,611,000","Mileage:  27,039 Km",Year: 2016,Car ID: NG-418859,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-rav4-2016-automatic-ng-418859?filter=,Suv,Petrol,automatic
E,2006 Honda Ridgeline,Nigerian Used,"₦ 2,211,000",Year: 2006,Car ID: NG-418872,"Abuja - SNB
                                                                                                                        , Abuja","Abuja - SNB
                                                                                                                        , Abuja",https://buy.cars45.com/cars/honda-ridgeline-2006-automatic-ng-418872?filter=,Pickup,Petrol,automatic
E,2000 Honda Accord,Nigerian Used,"₦ 285,000","Mileage:  157,890 Km",Year: 2000,Car ID: NG-418840,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/honda-accord-2000-automatic-ng-418840?filter=,Sedan,Petrol,automatic
B,2018 Land Rover Range Rover Sport,Foreign Used,"₦ 52,810,000","Mileage:  30,364 Km",Year: 2018,Car ID: NG-418913,"Abuja - SNB
                                                                                                                        , Abuja",https://buy.cars45.com/cars/land-rover-range-rover-sport-2018-ng-418913?filter=,Suv,Petrol,automatic
D,2003 Honda Civic,Nigerian Used,"₦ 395,000","Mileage:  199,220 Km",Year: 2003,Car ID: NG-414200,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/honda-civic-2003-automatic-ng-414200?filter=,Sedan,Petrol,automatic
E,2004 Lexus Rx 330,Nigerian Used,"₦ 1,881,000","Mileage:  203,356 Km",Year: 2004,Car ID: NG-418142,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/lexus-rx-330-2004-suv-ng-418142?filter=,Suv,Petrol,automatic
D,2008 Honda Civic,Foreign Used,"₦ 781,000","Mileage:  170,101 Km",Year: 2008,Car ID: NG-418061,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/honda-civic-2008-manual-ng-418061?filter=,Coupe,Petrol,manual
C,2009 Toyota Camry,Foreign Used,"₦ 2,101,000","Mileage:  202,656 Km",Year: 2009,Car ID: NG-418079,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-camry-2009-automatic-ng-418079?filter=,Sedan,Petrol,automatic
C,2013 Volkswagen Passat,Nigerian Used,"₦ 2,761,000","Mileage:  57,891 Km",Year: 2013,Car ID: NG-418016,"Island - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/volkswagen-passat-2013-automatic-ng-418016?filter=,Sedan,Petrol,automatic
E,2013 Kia Cerato,Nigerian Used,"₦ 1,991,000","Mileage:  75,223 Km",Year: 2013,Car ID: NG-418083,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/kia-cerato-2013-automatic-ng-418083?filter=,Sedan,Petrol,automatic
D,2005 Toyota Corolla,Foreign Used,"₦ 1,551,000","Mileage:  189,285 Km",Year: 2005,Car ID: NG-418039,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-corolla-2005-automatic-ng-418039?filter=,About,Us,Terms
E,2003 Nissan X-Trail,Nigerian Used,"₦ 1,111,000","Mileage:  199,418 Km",Year: 2003,Car ID: NG-417978,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/nissan-x-trail-2003-automatic-ng-417978?filter=,Suv,Petrol,automatic
E,2006 Toyota Highlander,Nigerian Used,"₦ 1,771,000","Mileage:  92,768 Km",Year: 2006,Car ID: NG-418046,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-highlander-2006-automatic-ng-418046?filter=,Suv,Petrol,automatic
C,2003 Lexus Es,Nigerian Used,"₦ 1,276,000","Mileage:  196,143 Km",Year: 2003,Car ID: NG-418060,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/lexus-es-2003-automatic-ng-418060?filter=,Sedan,Petrol,automatic
D,2013 Honda Accord,Nigerian Used,"₦ 2,761,000","Mileage:  112,517 Km",Year: 2013,Car ID: NG-417768,"Island - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/honda-accord-2013-automatic-ng-417768?filter=,Sedan,Petrol,automatic
D,2004 Toyota Corolla,Nigerian Used,"₦ 1,111,000","Mileage:  194,203 Km",Year: 2004,Car ID: NG-418017,"Abuja - SNB
                                                                                                                        , Abuja",https://buy.cars45.com/cars/toyota-corolla-2004-automatic-ng-418017?filter=,Sedan,Hybrid,automatic
E,2008 Toyota Rav4,Nigerian Used,"₦ 1,661,000","Mileage:  200,979 Km",Year: 2008,Car ID: NG-418013,"Island - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-rav4-2008-automatic-ng-418013?filter=,Suv,Petrol,automatic
D,2010 Land Rover Lr4,Nigerian Used,"₦ 3,861,000","Mileage:  196,148 Km",Year: 2010,Car ID: NG-418093,"Port Harcourt - SNB
                                                                                                                        , Port Harcourt",https://buy.cars45.com/cars/land-rover-lr4-2010-automatic-ng-418093?filter=,Suv,Petrol,automatic
E,2006 Toyota Rav4,Nigerian Used,"₦ 1,661,000","Mileage:  111,541 Km",Year: 2006,Car ID: NG-418077,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-rav4-2006-automatic-ng-418077?filter=,Suv,Petrol,automatic
D,2004 Toyota Sienna,Nigerian Used,"₦ 836,000","Mileage:  276,866 Km",Year: 2004,Car ID: NG-418075,"Port Harcourt - SNB
                                                                                                                        , Port Harcourt",https://buy.cars45.com/cars/toyota-sienna-2004-automatic-ng-418075?filter=,Mpv,Petrol,automatic
D,2011 Toyota Camry,Foreign Used,"₦ 2,650,000","Mileage:  89,650 Km",Year: 2011,Car ID: NG-417939,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-camry-2011-ng-417939?filter=,Sedan,Petrol,automatic
C,2007 Toyota Camry,Nigerian Used,"₦ 1,995,500","Mileage:  139,445 Km",Year: 2007,Car ID: NG-418044,"Abuja - SNB
                                                                                                                        , Abuja",https://buy.cars45.com/cars/toyota-camry-2007-automatic-ng-418044?filter=,Sedan,Petrol,automatic
D,1998 Honda Accord,Nigerian Used,"₦ 451,000",Year: 1998,Car ID: NG-418024,"Mainland 1 - SNB
                                                                                                                        , Lagos","Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/honda-accord-1998-automatic-ng-418024?filter=,Sedan,Petrol,automatic
C,2008 Peugeot 307,Foreign Used,"₦ 1,221,000","Mileage:  188,826 Km",Year: 2008,Car ID: NG-417898,"Island - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/peugeot-307-2008-manual-ng-417898?filter=,Hatchback,Petrol,manual
D,2012 Toyota Corolla,Nigerian Used,"₦ 1,608,683","Mileage:  128,149 Km",Year: 2012,Car ID: NG-412041,"Filsadex Autos Retail Outlet Ikeja
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-corolla-2012-automatic-ng-412041?filter=,Petrol,automatic,
D,2007 Ford Edge,Nigerian Used,"₦ 1,441,000","Mileage:  256,221 Km",Year: 2007,Car ID: NG-417972,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/ford-edge-2007-automatic-ng-417972?filter=,Suv,Petrol,automatic
E,2008 BMW 3 Series,Nigerian Used,"₦ 731,292","Mileage:  121,133 Km",Year: 2008,Car ID: NG-417018,"CARSBAZR, JABI, Abuja
                                                                                                                        , Abuja",https://buy.cars45.com/cars/bmw-3-series-2008-automatic-ng-417018?filter=,Coupe,Petrol,automatic
E,2006 Chrysler Town & Country,Nigerian Used,"₦ 396,000","Mileage:  164,479 Km",Year: 2006,Car ID: NG-418033,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/chrysler-town-country-2006-automatic-ng-418033?filter=,About,Us,Terms
D,2007 Mercedes-Benz Gl450,Nigerian Used,"₦ 2,760,000","Mileage:  59,798 Km",Year: 2007,Car ID: NG-417966,"Island - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/mercedes-benz-gl450-2007-automatic-ng-417966?filter=,About,Us,Terms
C,2002 Toyota Camry,Nigerian Used,"₦ 946,000","Mileage:  184,783 Km",Year: 2002,Car ID: NG-417953,"Island - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-camry-2002-automatic-ng-417953?filter=,Sedan,Petrol,automatic
D,Toyota Camry 2003,Nigerian Used,"₦ 1,056,000","Mileage:  193,795 Km",Year: 2003,Car ID: NG-417931,"Island - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-camry-2003-automatic-ng-417931?filter=,Sedan,Petrol,automatic
D,1999 Honda Accord,Nigerian Used,"₦ 341,000",Year: 1999,Car ID: NG-417897,"Mainland 1 - SNB
                                                                                                                        , Lagos","Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/honda-accord-1999-ng-417897?filter=,About,Us,Terms
C,2015 Toyota Camry,Foreign Used,"₦ 6,940,000","Mileage:  37,581 Km",Year: 2015,Car ID: NG-417923,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-camry-2015-automatic-ng-417923?filter=,Sedan,Petrol,automatic
C,Kia Quoris 2014,Foreign Used,"₦ 7,000,000","Mileage:  5,668 Km",Year: 2014,Car ID: NG-415777,Cars45 Bellevista Autos Franchise Ibeju Lekki,https://buy.cars45.com/cars/kia-quoris-2014-automatic-ng-415777?filter=,Sedan,Petrol,automatic
C,2008 Mercedes-Benz Ml350,Nigerian Used,"₦ 2,760,000","Mileage:  66,335 Km",Year: 2008,Car ID: NG-418037,"Abuja - SNB
                                                                                                                        , Abuja",https://buy.cars45.com/cars/mercedes-benz-ml350-2008-automatic-ng-418037?filter=,Suv,Petrol,automatic
D,Lexus Rx 2001,Nigerian Used,"₦ 781,000","Mileage:  53,823 Km",Year: 2001,Car ID: NG-417987,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/lexus-rx-2001-automatic-ng-417987?filter=,Mpv,Petrol,automatic
D,2004 Honda Accord,Nigerian Used,"₦ 781,000","Mileage:  230,473 Km",Year: 2004,Car ID: NG-418074,"Abuja - SNB
                                                                                                                        , Abuja",https://buy.cars45.com/cars/honda-accord-2004-automatic-ng-418074?filter=,Sedan,Petrol,automatic
E,2005 Toyota Camry,Nigerian Used,"₦ 1,221,000","Mileage:  223,570 Km",Year: 2005,Car ID: NG-417920,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-camry-2005-automatic-ng-417920?filter=,Sedan,Petrol,automatic
C,2007 Honda Civic,Foreign Used,"₦ 1,441,000","Mileage:  112,604 Km",Year: 2007,Car ID: NG-417913,"Abuja - SNB
                                                                                                                        , Abuja",https://buy.cars45.com/cars/honda-civic-2007-automatic-ng-417913?filter=,Sedan,Petrol,automatic
D,2009 Mercedes-Benz Ml350,Nigerian Used,"₦ 2,651,000","Mileage:  167,704 Km",Year: 2009,Car ID: NG-417656,"Island - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/mercedes-benz-ml350-2009-automatic-ng-417656?filter=,Suv,Petrol,automatic
D,2011 Toyota Sienna,Foreign Used,"₦ 5,071,000","Mileage:  158,537 Km",Year: 2011,Car ID: NG-417853,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-sienna-2011-ng-417853?filter=,Bus,Petrol,automatic
C,2001 Mercedes-Benz C200,Nigerian Used,"₦ 891,000","Mileage:  262,450 Km",Year: 2001,Car ID: NG-417885,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/mercedes-benz-c200-2001-automatic-ng-417885?filter=,Sedan,Petrol,automatic
D,2012 Toyota Camry,Foreign Used,"₦ 2,892,951","Mileage:  183,677 Km",Year: 2012,Car ID: NG-417962,"Carsbazr Ibadan
                                                                                                                        , Ibadan",https://buy.cars45.com/cars/toyota-camry-2012-automatic-toks-ng-417962?filter=,Sedan,Petrol,automatic
C,2006 Land Rover Range Rover Sport,Nigerian Used,"₦ 2,211,000","Mileage:  131,701 Km",Year: 2006,Car ID: NG-417928,"Island - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/land-rover-range-rover-sport-2006-automatic-ng-417928?filter=,Suv,Petrol,automatic
E,2003 Mercedes-Benz C180,Foreign Used,"₦ 1,661,000","Mileage:  174,527 Km",Year: 2003,Car ID: NG-417930,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/mercedes-benz-c180-2003-automatic-ng-417930?filter=,Hatchback,Petrol,manual
D,2000 Lexus Rx 300,Nigerian Used,"₦ 891,000","Mileage:  142,904 Km",Year: 2000,Car ID: NG-417889,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/lexus-rx-300-2000-automatic-ng-417889?filter=,Petrol,automatic,
B,2010 Mercedes-Benz E350,Foreign Used,"₦ 7,875,000","Mileage:  130,335 Km",Year: 2010,Car ID: NG-418045,Abuja LST,https://buy.cars45.com/cars/mercedes-benz-e350-2010-automatic-ng-418045?filter=,Sedan,Petrol,automatic
B,2010 Acura Zdx,Foreign Used,"₦ 9,450,000","Mileage:  44,842 Km",Year: 2010,Car ID: NG-417984,Abuja LST,https://buy.cars45.com/cars/acura-zdx-2010-suv-ng-417984?filter=,Suv,Petrol,automatic
B,2016 Honda Accord,Foreign Used,"₦ 8,400,000","Mileage:  46,035 Km",Year: 2016,Car ID: NG-417970,Abuja LST,https://buy.cars45.com/cars/honda-accord-2016-seden-ng-417970?filter=,Sedan,Petrol,automatic
D,2003 Toyota Sequoia,Nigerian Used,"₦ 781,000","Mileage:  264,457 Km",Year: 2003,Car ID: NG-417733,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-sequoia-2003-automatic-ng-417733?filter=,Mpv,Petrol,automatic
C,2014 Mercedes-Benz CLA250,Foreign Used,"₦ 12,600,000","Mileage:  13,566 Km",Year: 2014,Car ID: NG-417976,Abuja LST,https://buy.cars45.com/cars/mercedes-benz-cla250-2014-seden-ng-417976?filter=,Sedan,Petrol,automatic
C,2006 Mercedes-Benz C230,Nigerian Used,"₦ 1,055,000","Mileage:  100,000 Km",Year: 2006,Car ID: NG-417770,"Abuja - SNB
                                                                                                                        , Abuja",https://buy.cars45.com/cars/mercedes-benz-c230-2006-ng-417770?filter=,Sedan,Petrol,automatic
D,2005 Toyota Corolla,Nigerian Used,"₦ 1,386,000","Mileage:  147,960 Km",Year: 2005,Car ID: NG-417901,"Abuja - SNB
                                                                                                                        , Abuja",https://buy.cars45.com/cars/toyota-corolla-2005-automatic-ng-417901?filter=,Sedan,Petrol,automatic
D,2011 Hyundai Ix35,Nigerian Used,"₦ 1,551,000","Mileage:  168,074 Km",Year: 2011,Car ID: NG-417680,"Abuja - SNB
                                                                                                                        , Abuja",https://buy.cars45.com/cars/hyundai-ix35-2011-automatic-ng-417680?filter=,Suv,Petrol,automatic
